"time","qy_1","qy_2","qy_3","qy_4"
2025-04-06 12:14:44.778,0.755,0.41,0.449,0.727
2025-04-06 12:29:44.012,0.736,0.426,0.462,0.702
2025-04-06 12:44:43.113,0.746,0.421,0.446,0.709
2025-04-06 12:59:42.274,0.754,0.422,0.451,0.716
2025-04-06 13:14:41.342,0.803,0.423,0.459,0.683
2025-04-06 13:29:40.534,0.768,0.464,0.489,0.734
2025-04-06 13:44:39.738,0.755,0.46,0.49,0.718
2025-04-06 13:59:38.816,0.735,0.35,0.399,0.685
2025-04-06 14:14:37.98,0.755,0.487,0.497,0.761
2025-04-06 14:29:37.134,0.755,0.402,0.451,0.694
2025-04-06 14:44:36.069,0.76,0.436,0.471,0.735
2025-04-06 14:59:35.395,0.797,0.626,0.618,0.753
2025-04-06 15:14:34.658,0.793,0.569,0.589,0.793
2025-04-06 15:29:33.844,0.815,0.513,0.549,0.77
2025-04-06 15:44:32.876,0.794,0.541,0.566,0.766
2025-04-06 15:59:32.214,0.81,0.515,0.556,0.757
2025-04-06 16:14:31.34,0.8,0.537,0.558,0.769
2025-04-06 16:29:30.517,0.822,0.586,0.607,0.78
2025-04-06 16:44:29.767,0.831,0.55,0.584,0.778
2025-04-06 16:59:29.018,0.83,0.558,0.569,0.783
2025-04-06 17:14:28.337,0.839,0.596,0.628,0.779
2025-04-06 17:29:27.592,0.833,0.613,0.626,0.793
2025-04-06 17:44:26.837,0.859,0.599,0.631,0.801
2025-04-06 17:59:26.03,0.856,0.65,0.665,0.801
2025-04-06 18:14:25.131,0.865,0.649,0.668,0.811
2025-04-06 18:29:24.384,0.817,0.642,0.653,0.813
2025-04-06 18:44:23.809,0.843,0.669,0.656,0.82
2025-04-06 18:59:23.038,0.813,0.611,0.642,0.775
2025-04-06 19:14:22.552,0.834,0.629,0.657,0.796
2025-04-06 19:29:21.732,0.858,0.73,0.745,0.813
2025-04-06 19:44:21.269,0.853,0.751,0.769,0.841
2025-04-06 19:59:20.434,0.866,0.767,0.796,0.84
2025-04-06 20:14:19.726,0.879,0.781,0.823,0.861
2025-04-06 20:29:18.763,0.874,0.791,0.822,0.842
2025-04-06 21:00:03.013,0.9,0.794,0.822,0.854
2025-04-06 22:00:01.114,0.889,0.786,0.824,0.854
2025-04-06 22:59:59.276,0.878,0.793,0.822,0.856
2025-04-06 23:59:57.595,0.867,0.78,0.813,0.842
2025-04-07 00:59:55.64,0.888,0.786,0.82,0.861
2025-04-07 01:59:53.964,0.883,0.786,0.817,0.866
2025-04-07 02:59:52.15,0.884,0.787,0.821,0.856
2025-04-07 03:59:50.467,0.882,0.78,0.808,0.845
2025-04-07 05:05:02.715,0.888,0.777,0.816,0.862
2025-04-07 06:00:03.037,0.882,0.75,0.776,0.85
2025-04-07 06:15:02.3,0.861,0.764,0.803,0.848
2025-04-07 06:30:01.488,0.895,0.766,0.803,0.849
2025-04-07 06:45:00.564,0.88,0.754,0.804,0.855
2025-04-07 06:59:59.759,0.87,0.759,0.795,0.836
2025-04-07 07:14:58.916,0.843,0.745,0.763,0.836
2025-04-07 07:29:58.013,0.825,0.684,0.701,0.798
2025-04-07 07:44:57.145,0.832,0.651,0.648,0.81
2025-04-07 07:59:56.33,0.811,0.61,0.572,0.788
2025-04-07 08:14:55.496,0.83,0.623,0.603,0.798
2025-04-07 08:29:54.932,0.839,0.642,0.644,0.794
2025-04-07 08:44:54.112,0.825,0.666,0.682,0.822
2025-04-07 08:59:53.265,0.851,0.704,0.726,0.842
2025-04-07 09:14:52.337,0.833,0.518,0.548,0.758
2025-04-07 09:29:51.387,0.753,0.42,0.462,0.701
2025-04-07 09:44:50.769,0.746,0.429,0.465,0.712
2025-04-07 09:59:50.014,0.756,0.397,0.425,0.686
2025-04-07 10:14:49.249,0.778,0.491,0.5,0.708
2025-04-07 10:29:48.508,0.778,0.446,0.464,0.731
2025-04-07 10:44:47.831,0.737,0.378,0.408,0.682
2025-04-07 10:59:47.085,0.691,0.357,0.379,0.649
2025-04-07 11:14:46.311,0.677,0.329,0.347,0.667
2025-04-07 11:29:45.523,0.714,0.392,0.422,0.681
2025-04-07 11:44:44.721,0.716,0.382,0.404,0.673
2025-04-07 11:59:43.806,0.688,0.38,0.412,0.664
2025-04-07 12:14:43.037,0.688,0.333,0.357,0.635
2025-04-07 12:29:42.267,0.677,0.345,0.357,0.614
2025-04-07 12:44:41.355,0.66,0.319,0.343,0.647
2025-04-07 12:59:40.5,0.658,0.308,0.337,0.624
2025-04-07 13:14:40.046,0.669,0.28,0.296,0.563
2025-04-07 13:29:39.109,0.675,0.291,0.321,0.597
2025-04-07 13:44:38.202,0.675,0.32,0.337,0.623
2025-04-07 13:59:37.215,0.689,0.315,0.335,0.644
2025-04-07 14:14:36.218,0.694,0.318,0.339,0.616
2025-04-07 14:29:35.397,0.702,0.345,0.36,0.627
2025-04-07 14:44:34.696,0.696,0.372,0.398,0.685
2025-04-07 14:59:34.076,0.714,0.41,0.425,0.694
2025-04-07 15:14:33.404,0.749,0.397,0.417,0.695
2025-04-07 15:29:32.598,0.708,0.39,0.421,0.709
2025-04-07 15:44:31.893,0.719,0.388,0.413,0.684
2025-04-07 15:59:31.131,0.73,0.403,0.431,0.687
2025-04-07 16:14:30.376,0.703,0.363,0.406,0.668
2025-04-07 16:29:29.468,0.677,0.38,0.425,0.659
2025-04-07 16:44:28.568,0.669,0.355,0.382,0.65
2025-04-07 16:59:27.726,0.659,0.332,0.384,0.668
2025-04-07 17:14:26.944,0.733,0.398,0.448,0.712
2025-04-07 17:29:26.214,0.768,0.517,0.543,0.728
2025-04-07 17:44:25.237,0.791,0.546,0.573,0.778
2025-04-07 17:59:24.269,0.796,0.52,0.565,0.747
2025-04-07 18:14:23.45,0.786,0.559,0.609,0.758
2025-04-07 18:29:22.595,0.801,0.588,0.646,0.761
2025-04-07 18:44:21.773,0.808,0.586,0.628,0.793
2025-04-07 18:59:20.879,0.798,0.576,0.618,0.788
2025-04-07 19:14:20.096,0.814,0.545,0.6,0.767
2025-04-07 19:29:19.316,0.781,0.482,0.564,0.716
2025-04-07 19:44:18.56,0.773,0.563,0.608,0.75
2025-04-07 19:59:17.863,0.815,0.695,0.737,0.808
2025-04-07 20:14:16.869,0.854,0.869,0.888,0.87
2025-04-07 20:29:16.002,0.891,0.876,0.906,0.883
2025-04-07 21:00:03.211,0.901,0.868,0.901,0.889
2025-04-07 22:00:01.243,0.894,0.873,0.907,0.879
2025-04-07 22:59:59.288,0.905,0.871,0.905,0.883
2025-04-07 23:59:57.546,0.871,0.87,0.906,0.854
2025-04-08 00:59:55.846,0.895,0.869,0.898,0.868
2025-04-08 01:59:54.075,0.882,0.866,0.893,0.88
2025-04-08 02:59:52.237,0.871,0.856,0.908,0.893
2025-04-08 03:59:50.424,0.887,0.865,0.885,0.891
2025-04-08 05:05:02.785,0.9,0.859,0.894,0.897
2025-04-08 06:00:02.951,0.887,0.835,0.87,0.872
2025-04-08 06:15:02.245,0.875,0.85,0.879,0.885
2025-04-08 06:30:01.773,0.876,0.847,0.873,0.856
2025-04-08 06:45:00.814,0.875,0.845,0.881,0.868
2025-04-08 06:59:59.86,0.829,0.826,0.849,0.856
2025-04-08 07:14:59.077,0.852,0.797,0.84,0.82
2025-04-08 07:29:58.686,0.794,0.81,0.845,0.819
2025-04-08 07:44:57.887,0.823,0.802,0.829,0.825
2025-04-08 07:59:57.081,0.82,0.799,0.83,0.787
2025-04-08 08:14:56.312,0.797,0.794,0.823,0.781
2025-04-08 08:29:55.452,0.769,0.794,0.804,0.754
2025-04-08 08:44:54.508,0.792,0.798,0.802,0.627
2025-04-08 08:59:53.656,0.807,0.781,0.8,0.631
2025-04-08 09:14:52.955,0.742,0.767,0.789,0.675
2025-04-08 09:29:52.29,0.693,0.766,0.777,0.694
2025-04-08 09:44:51.558,0.556,0.75,0.785,0.66
2025-04-08 09:59:50.922,0.635,0.745,0.739,0.625
2025-04-08 10:14:50.173,0.436,0.74,0.764,0.591
2025-04-08 10:29:49.379,0.337,0.751,0.771,0.699
2025-04-08 10:44:48.566,0.413,0.742,0.766,0.658
2025-04-08 10:59:47.654,0.295,0.725,0.753,0.459
2025-04-08 11:14:46.995,0.434,0.713,0.748,0.48
2025-04-08 11:29:46.056,0.368,0.712,0.739,0.465
2025-04-08 11:44:45.238,0.284,0.702,0.729,0.603
2025-04-08 11:59:44.374,0.394,0.674,0.722,0.521
2025-04-08 12:14:43.431,0.525,0.684,0.715,0.589
2025-04-08 12:29:42.61,0.584,0.597,0.717,0.455
2025-04-08 12:44:41.715,0.328,0.609,0.718,0.442
2025-04-08 12:59:40.786,0.436,0.671,0.719,0.681
2025-04-08 13:14:40.028,0.529,0.607,0.692,0.551
2025-04-08 13:29:39.63,0.5,0.583,0.715,0.441
2025-04-08 13:44:39.21,0.217,0.638,0.584,0.703
2025-04-08 13:59:38.766,0.233,0.611,0.524,0.477
2025-04-08 14:14:38.342,0.456,0.6,0.562,0.441
2025-04-08 14:29:37.925,0.367,0.646,0.615,0.491
2025-04-08 14:44:36.979,0.35,0.622,0.552,0.641
2025-04-08 14:59:36.089,0.532,0.659,0.616,0.53
2025-04-08 15:14:35.234,0.44,0.658,0.574,0.588
2025-04-08 15:29:34.443,0.385,0.656,0.582,0.654
2025-04-08 15:44:33.5,0.42,0.663,0.473,0.655
2025-04-08 15:59:32.578,0.355,0.665,0.467,0.622
2025-04-08 16:14:31.645,0.397,0.676,0.597,0.731
2025-04-08 16:29:30.747,0.35,0.672,0.627,0.7
2025-04-08 16:44:29.816,0.356,0.671,0.599,0.692
2025-04-08 16:59:28.85,0.429,0.676,0.517,0.726
2025-04-08 17:14:27.936,0.571,0.637,0.639,0.739
2025-04-08 17:29:27.127,0.578,0.675,0.551,0.741
2025-04-08 17:44:26.221,0.629,0.623,0.566,0.797
2025-04-08 17:59:25.518,0.622,0.642,0.546,0.758
2025-04-08 18:14:24.78,0.646,0.664,0.594,0.763
2025-04-08 18:29:23.979,0.636,0.685,0.598,0.78
2025-04-08 18:44:23.26,0.714,0.674,0.65,0.781
2025-04-08 18:59:23.086,0.709,0.708,0.711,0.796
2025-04-08 19:14:22.889,0.763,0.724,0.748,0.813
2025-04-08 19:29:22.248,0.761,0.74,0.755,0.818
2025-04-08 19:44:21.815,0.801,0.769,0.777,0.818
2025-04-08 19:59:21.183,0.831,0.812,0.824,0.873
2025-04-08 20:14:20.651,0.861,0.844,0.858,0.863
2025-04-08 20:29:20.027,0.854,0.857,0.868,0.861
2025-04-08 21:00:02.879,0.858,0.85,0.868,0.891
2025-04-08 22:00:01.289,0.833,0.848,0.868,0.865
2025-04-08 22:59:59.735,0.857,0.857,0.88,0.875
2025-04-08 23:59:58.163,0.856,0.85,0.87,0.854
2025-04-09 00:59:56.924,0.88,0.841,0.869,0.879
2025-04-09 01:59:55.718,0.834,0.844,0.87,0.863
2025-04-09 02:59:54.143,0.853,0.843,0.868,0.87
2025-04-09 03:59:52.586,0.85,0.84,0.884,0.867
2025-04-09 05:05:03.062,0.862,0.839,0.865,0.865
2025-04-09 06:00:02.771,0.855,0.82,0.864,0.846
2025-04-09 06:15:02.184,0.856,0.82,0.871,0.858
2025-04-09 06:30:01.862,0.867,0.828,0.859,0.852
2025-04-09 06:45:01.501,0.845,0.827,0.862,0.851
2025-04-09 07:00:00.649,0.841,0.805,0.82,0.85
2025-04-09 07:15:00.188,0.796,0.719,0.785,0.82
2025-04-09 07:29:59.622,0.798,0.664,0.759,0.814
2025-04-09 07:44:59.198,0.802,0.7,0.751,0.796
2025-04-09 07:59:58.67,0.792,0.691,0.722,0.782
2025-04-09 08:14:58.19,0.778,0.681,0.719,0.76
2025-04-09 08:29:57.649,0.717,0.684,0.709,0.715
2025-04-09 08:44:57.049,0.735,0.684,0.708,0.645
2025-04-09 08:59:56.394,0.73,0.668,0.69,0.721
2025-04-09 09:14:55.884,0.697,0.669,0.686,0.599
2025-04-09 09:29:55.134,0.719,0.648,0.684,0.661
2025-04-09 09:44:54.501,0.559,0.618,0.66,0.667
2025-04-09 09:59:53.922,0.664,0.613,0.662,0.616
2025-04-09 10:14:53.777,0.431,0.609,0.62,0.577
2025-04-09 10:29:53.243,0.439,0.6,0.646,0.71
2025-04-09 10:44:52.655,0.427,0.614,0.585,0.592
2025-04-09 10:59:52.458,0.558,0.607,0.604,0.451
2025-04-09 11:14:51.859,0.303,0.577,0.624,0.432
2025-04-09 11:29:51.649,0.277,0.547,0.614,0.386
2025-04-09 11:44:51.072,0.281,0.541,0.63,0.637
2025-04-09 11:59:50.397,0.222,0.528,0.631,0.617
2025-04-09 12:14:49.787,0.451,0.527,0.607,0.608
2025-04-09 12:29:49.589,0.64,0.472,0.594,0.442
2025-04-09 12:44:48.988,0.379,0.456,0.602,0.448
2025-04-09 12:59:48.393,0.494,0.49,0.616,0.504
2025-04-09 13:14:47.959,0.577,0.399,0.606,0.478
2025-04-09 13:29:47.714,0.529,0.412,0.597,0.411
2025-04-09 13:44:47.03,0.339,0.495,0.581,0.578
2025-04-09 13:59:46.313,0.306,0.414,0.578,0.434
2025-04-09 14:14:45.755,0.543,0.401,0.585,0.468
2025-04-09 14:29:44.982,0.314,0.479,0.603,0.532
2025-04-09 14:44:44.842,0.286,0.457,0.496,0.634
2025-04-09 14:59:44.176,0.602,0.489,0.502,0.532
2025-04-09 15:14:43.49,0.507,0.513,0.476,0.581
2025-04-09 15:29:43.441,0.293,0.51,0.509,0.619
2025-04-09 15:44:42.84,0.306,0.517,0.445,0.635
2025-04-09 15:59:42.416,0.404,0.514,0.408,0.601
2025-04-09 16:14:41.68,0.443,0.52,0.56,0.677
2025-04-09 16:29:41.189,0.279,0.538,0.443,0.654
2025-04-09 16:44:40.79,0.484,0.528,0.463,0.707
2025-04-09 16:59:40.588,0.415,0.538,0.445,0.713
2025-04-09 17:14:39.851,0.574,0.507,0.468,0.705
2025-04-09 17:29:39.713,0.721,0.511,0.461,0.713
2025-04-09 17:44:39.339,0.645,0.516,0.462,0.707
2025-04-09 17:59:38.711,0.664,0.521,0.447,0.725
2025-04-09 18:14:38.103,0.69,0.539,0.469,0.761
2025-04-09 18:29:37.507,0.626,0.533,0.548,0.754
2025-04-09 18:44:36.928,0.756,0.586,0.563,0.781
2025-04-09 18:59:36.225,0.726,0.621,0.624,0.753
2025-04-09 19:14:35.548,0.781,0.648,0.638,0.781
2025-04-09 19:29:34.908,0.773,0.674,0.664,0.764
2025-04-09 19:44:34.168,0.807,0.707,0.725,0.808
2025-04-09 19:59:33.711,0.813,0.79,0.762,0.833
2025-04-09 20:14:33.055,0.84,0.824,0.858,0.838
2025-04-09 20:29:32.436,0.85,0.832,0.845,0.862
2025-04-09 21:00:02.888,0.868,0.821,0.871,0.866
2025-04-09 22:00:01.341,0.865,0.83,0.869,0.876
2025-04-09 22:59:59.727,0.852,0.831,0.866,0.864
2025-04-09 23:59:58.689,0.866,0.83,0.864,0.854
2025-04-10 00:59:57.152,0.877,0.824,0.867,0.862
2025-04-10 01:59:55.658,0.866,0.828,0.861,0.848
2025-04-10 02:59:54.165,0.854,0.828,0.868,0.866
2025-04-10 03:59:52.605,0.851,0.824,0.871,0.858
2025-04-10 05:05:03.394,0.876,0.816,0.853,0.882
2025-04-10 06:00:03.036,0.863,0.793,0.85,0.853
2025-04-10 06:15:02.56,0.888,0.818,0.848,0.851
2025-04-10 06:30:01.986,0.861,0.818,0.867,0.863
2025-04-10 06:45:01.42,0.843,0.807,0.865,0.853
2025-04-10 07:00:01.007,0.843,0.787,0.828,0.825
2025-04-10 07:15:00.551,0.813,0.715,0.74,0.815
2025-04-10 07:30:00.159,0.815,0.62,0.714,0.779
2025-04-10 07:44:59.603,0.779,0.623,0.707,0.788
2025-04-10 07:59:59.117,0.771,0.624,0.68,0.767
2025-04-10 08:14:58.438,0.779,0.605,0.671,0.77
2025-04-10 08:29:57.826,0.735,0.599,0.64,0.68
2025-04-10 08:44:57.281,0.746,0.585,0.63,0.709
2025-04-10 08:59:56.779,0.727,0.575,0.623,0.705
2025-04-10 09:14:56.275,0.727,0.544,0.615,0.521
2025-04-10 09:29:55.589,0.702,0.525,0.599,0.681
2025-04-10 09:44:55.03,0.595,0.526,0.583,0.659
2025-04-10 09:59:54.415,0.647,0.51,0.571,0.624
2025-04-10 10:14:53.854,0.529,0.488,0.581,0.584
2025-04-10 10:29:53.272,0.548,0.478,0.559,0.63
2025-04-10 10:44:52.814,0.474,0.47,0.57,0.489
2025-04-10 10:59:52.34,0.685,0.469,0.54,0.447
2025-04-10 11:14:51.852,0.458,0.476,0.555,0.513
2025-04-10 11:29:51.343,0.274,0.472,0.57,0.443
2025-04-10 11:44:50.814,0.513,0.472,0.561,0.558
2025-04-10 11:59:50.221,0.317,0.434,0.554,0.688
2025-04-10 12:14:49.802,0.354,0.453,0.561,0.629
2025-04-10 12:29:49.274,0.644,0.43,0.53,0.491
2025-04-10 12:44:48.778,0.538,0.391,0.546,0.571
2025-04-10 12:59:48.148,0.6,0.431,0.541,0.474
2025-04-10 13:14:47.61,0.5,0.339,0.549,0.468
2025-04-10 13:29:47.041,0.615,0.366,0.487,0.504
2025-04-10 13:44:46.448,0.438,0.423,0.438,0.459
2025-04-10 13:59:45.863,0.415,0.323,0.425,0.482
2025-04-10 14:14:45.301,0.673,0.359,0.406,0.496
2025-04-10 14:29:44.551,0.344,0.415,0.503,0.504
2025-04-10 14:44:44.462,0.473,0.359,0.421,0.588
2025-04-10 14:59:43.92,0.589,0.433,0.454,0.573
2025-04-10 15:14:43.316,0.438,0.441,0.403,0.617
2025-04-10 15:29:42.805,0.5,0.414,0.468,0.647
2025-04-10 15:44:42.609,0.563,0.406,0.45,0.652
2025-04-10 15:59:42.111,0.657,0.428,0.51,0.663
2025-04-10 16:14:41.537,0.762,0.607,0.633,0.761
2025-04-10 16:29:40.849,0.78,0.523,0.568,0.742
2025-04-10 16:44:40.283,0.606,0.427,0.461,0.728
2025-04-10 16:59:39.614,0.573,0.438,0.415,0.676
2025-04-10 17:14:39.08,0.606,0.44,0.482,0.69
2025-04-10 17:29:38.443,0.676,0.447,0.437,0.715
2025-04-10 17:44:37.991,0.681,0.434,0.42,0.708
2025-04-10 17:59:37.348,0.646,0.468,0.385,0.721
2025-04-10 18:14:36.761,0.719,0.468,0.431,0.74
2025-04-10 18:29:36.337,0.728,0.521,0.49,0.747
2025-04-10 18:44:35.619,0.787,0.533,0.491,0.761
2025-04-10 18:59:34.938,0.786,0.581,0.581,0.772
2025-04-10 19:14:34.32,0.813,0.618,0.645,0.772
2025-04-10 19:29:33.767,0.781,0.637,0.655,0.804
2025-04-10 19:44:33.554,0.818,0.769,0.745,0.819
